Date,Minimum temperature (°C),Maximum temperature (°C),Mean Temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h)
2021/03/07,0.4438502673796792,0.6515151515151514,0.5917312661498707,0.0,0.4411764705882353,0.5766423357664234,0.18032786885245902
2021/08/21,0.40641711229946526,0.3295454545454545,0.3540051679586564,0.022026431718061675,0.2647058823529412,0.7445255474452555,0.29508196721311475
2021/10/01,0.5668449197860963,0.4128787878787878,0.48837209302325574,0.4801762114537445,0.20588235294117646,0.4233576642335766,0.2459016393442623
2021/09/05,0.28342245989304815,0.08712121212121207,0.12919896640826872,0.21145374449339208,0.3235294117647059,0.4671532846715329,0.39344262295081966
2021/09/15,0.1229946524064171,0.17424242424242423,0.11111111111111112,0.004405286343612335,0.22058823529411764,0.7883211678832118,0.26229508196721313
2021/09/09,0.4919786096256684,0.5492424242424242,0.5452196382428941,0.0,0.3823529411764706,0.6204379562043796,0.6065573770491803
2021/04/15,0.5882352941176471,0.33712121212121204,0.4470284237726099,0.0,0.5441176470588236,0.3941605839416059,0.39344262295081966
2021/03/30,0.3636363636363637,0.2878787878787878,0.3049095607235142,0.0,0.2647058823529412,0.7445255474452555,0.18032786885245902
2021/06/14,0.3582887700534759,0.1931818181818181,0.23772609819121443,0.0,0.10294117647058823,0.11678832116788322,0.0
2021/08/01,0.26737967914438504,0.1666666666666666,0.1757105943152455,0.39647577092511016,0.5,0.6569343065693432,0.2459016393442623
2022/01/06,0.8181818181818182,0.7159090909090908,0.8165374677002584,0.0,0.4852941176470588,0.7226277372262775,0.39344262295081966
2022/01/31,0.9144385026737969,0.8598484848484848,0.9612403100775194,0.0,0.3235294117647059,0.7956204379562044,0.11475409836065574
2022/01/05,0.8288770053475936,0.6818181818181818,0.7984496124031006,0.0,0.1323529411764706,0.36496350364963503,0.36065573770491804
2021/04/03,0.6470588235294118,0.7689393939393939,0.7700258397932817,0.0,0.3235294117647059,0.7956204379562044,0.36065573770491804
2021/12/14,0.6898395721925135,0.3674242424242424,0.5167958656330749,0.0,0.7647058823529412,0.8175182481751825,0.26229508196721313
2021/03/25,0.6684491978609626,0.3712121212121212,0.5090439276485789,0.1013215859030837,0.20588235294117646,0.22627737226277375,0.26229508196721313
2021/11/18,0.42245989304812837,0.5909090909090908,0.5400516795865632,0.0,0.36764705882352944,0.3795620437956205,0.8524590163934426
2021/08/05,0.3636363636363637,0.17045454545454544,0.22480620155038766,0.00881057268722467,0.11764705882352942,0.2846715328467153,0.26229508196721313
2021/03/12,0.6363636363636364,0.7196969696969696,0.7312661498708011,0.0,0.29411764705882354,0.7372262773722628,0.18032786885245902
2021/11/28,0.3636363636363637,0.40909090909090906,0.3875968992248063,0.0,0.5147058823529412,0.8832116788321168,0.2459016393442623
2021/09/01,0.3636363636363637,0.46212121212121204,0.4237726098191214,0.0,0.4852941176470588,0.7810218978102189,0.32786885245901637
2021/07/08,0.4762628988209128,0.3544388842553984,0.4047365052272245,0.03935119697153403,0.1323529411764706,0.6058394160583942,0.3420063167393593
2021/12/02,0.8235294117647058,0.8219696969696969,0.8914728682170542,0.2599118942731278,0.8970588235294117,0.6423357664233578,0.4262295081967213
